Locus	Name	main	G1_trimmed_unaligned_RFAM_RNACentral	G2_trimmed_unaligned_RFAM_RNACentral	G3_trimmed_unaligned_RFAM_RNACentral	U1_trimmed_unaligned_RFAM_RNACentral	W0U1_trimmed_unaligned_RFAM_RNACentral	W0U2_trimmed_unaligned_RFAM_RNACentral	W0U3_trimmed_unaligned_RFAM_RNACentral	W3I1_trimmed_unaligned_RFAM_RNACentral	W3I2_trimmed_unaligned_RFAM_RNACentral	W3I3_trimmed_unaligned_RFAM_RNACentral	W5I1_trimmed_unaligned_RFAM_RNACentral	W5I2_trimmed_unaligned_RFAM_RNACentral	W5I3_trimmed_unaligned_RFAM_RNACentral	W7I1_trimmed_unaligned_RFAM_RNACentral	W7I2_trimmed_unaligned_RFAM_RNACentral	W7I3_trimmed_unaligned_RFAM_RNACentral
chr1A:5860351-5860866	Cluster_2071	1159	135	263	192	139	0	0	1	0	0	0	1	0	0	77	163	188
chr1A:5861960-5862222	Cluster_2072	666	58	144	129	79	0	0	0	0	0	0	0	0	0	41	100	115
chr1A:5862711-5863213	Cluster_2074	278	36	58	51	25	0	0	0	0	0	0	2	0	0	11	39	56
chr1A:5863502-5864348	Cluster_2075	1068	151	272	210	119	0	0	0	0	0	0	0	1	0	52	116	147
chr1A:5865200-5866316	Cluster_2077	266	31	53	50	17	0	0	0	0	0	0	0	0	1	23	35	56
chr1A:5868009-5869570	Cluster_2079	262	15	53	39	32	0	0	0	0	0	0	0	0	0	22	51	50
chr1A:5898371-5898461	Cluster_2088	795	318	192	143	119	0	0	0	0	0	0	0	0	1	7	7	8
chr1A:5907462-5908625	Cluster_2095	846	675	89	64	16	0	0	0	0	0	0	0	0	0	0	0	2
chr1A:5908734-5913139	Cluster_2096	1910	1507	194	143	52	1	0	0	0	1	1	0	1	2	2	1	5
chr1A:5947304-5950015	Cluster_2117	719	381	118	91	104	0	0	0	0	0	1	0	0	2	3	7	12
chr1A:5951661-5952822	Cluster_2120	299	170	57	33	35	0	0	0	0	0	0	0	0	0	4	0	0
chr1A:6033767-6034369	Cluster_2140	390	45	95	86	74	0	0	0	0	0	0	1	1	1	16	29	42
chr1A:6034954-6035430	Cluster_2141	406	42	130	81	61	0	0	0	0	0	0	0	3	0	10	35	44
chr1A:6058017-6058869	Cluster_2152	742	82	134	127	109	0	0	0	0	0	0	0	0	3	50	114	123
chr1A:6070301-6070869	Cluster_2160	1379	183	322	259	244	0	0	1	0	1	1	2	2	0	65	161	138
chr1A:6071079-6071419	Cluster_2161	1130	138	227	167	208	0	2	0	0	0	0	1	2	1	69	147	168
chr1A:6071551-6072403	Cluster_2162	615	60	130	78	68	0	0	0	0	2	0	1	0	0	53	105	118
chr1A:6073710-6075267	Cluster_2164	618	68	117	90	94	0	0	0	0	1	0	0	0	3	46	101	98
chr1A:6075562-6076791	Cluster_2165	595	64	135	125	94	0	0	0	0	0	0	0	0	1	38	67	71
chr1A:6077277-6079101	Cluster_2166	525	80	128	109	49	0	0	0	0	0	0	0	0	1	29	69	60
chr2A:10435-14743	Cluster_2192	1045	127	246	182	113	0	0	0	0	1	0	3	0	0	61	133	179
chr2A:14831-19545	Cluster_2193	591	54	105	91	84	0	0	1	0	0	0	0	1	0	57	95	103
chr2A:40385-42909	Cluster_2197	276	24	51	27	40	0	0	0	0	0	0	1	0	0	16	54	63
chr2A:43338-45097	Cluster_2198	245	25	33	39	32	0	0	0	0	0	0	0	0	1	22	46	47
chr2A:51055-51314	Cluster_2203	285	241	24	11	3	0	0	0	0	0	0	0	0	1	0	1	4
chr2A:51451-51769	Cluster_2204	1325	1089	116	84	11	0	0	0	0	0	0	1	0	1	4	7	12
chr2A:52650-52959	Cluster_2205	3080	2720	207	143	4	0	0	0	0	0	0	0	0	1	1	3	1
chr2A:53403-53654	Cluster_2206	695	620	40	34	1	0	0	0	0	0	0	0	0	0	0	0	0
chr2A:71062-72521	Cluster_2213	540	61	117	84	68	0	0	0	0	0	0	0	0	1	39	82	88
chr2A:72601-74418	Cluster_2214	1641	185	293	244	212	0	0	1	0	0	1	0	1	0	118	299	287
chr2A:123465-128242	Cluster_2231	3284	848	923	685	556	0	0	1	2	3	0	1	9	28	48	92	88
chr2A:136784-139013	Cluster_2235	423	60	105	93	69	0	0	0	0	0	0	0	0	1	11	39	45
chr2A:226268-227592	Cluster_2271	328	72	98	65	81	0	1	0	0	0	1	0	2	2	2	3	1
chr2A:228392-229606	Cluster_2272	316	187	68	48	8	0	0	0	0	0	0	0	1	0	0	0	4
chr2A:229769-230419	Cluster_2273	299	176	66	48	4	0	0	0	0	0	0	0	1	0	2	0	2
chr2A:230519-232016	Cluster_2274	882	579	139	122	31	0	0	0	0	0	1	0	0	0	3	1	6
chr2A:257175-258432	Cluster_2283	404	316	49	26	12	0	0	0	0	0	0	0	0	1	0	0	0
chr2A:259773-261205	Cluster_2287	1284	1020	122	96	41	0	0	0	0	0	1	1	0	0	1	0	2
chr2A:370603-370832	Cluster_2318	3466	974	858	711	879	0	0	0	0	0	0	0	0	2	11	12	19
chr2A:371944-375107	Cluster_2319	423	54	108	80	44	0	0	0	0	0	0	0	1	0	17	69	50
chr2A:375186-377320	Cluster_2320	377	43	84	66	47	0	0	0	0	2	2	0	0	0	19	56	58
chr2A:398854-401067	Cluster_2328	1751	353	617	451	314	0	0	0	0	0	0	0	0	2	2	7	5
chr2A:432388-433697	Cluster_2341	367	90	119	80	70	0	0	0	0	0	0	1	0	1	0	4	2
chr2A:459994-461529	Cluster_2350	291	184	44	41	19	0	0	0	0	0	0	0	0	0	2	1	0
chr2A:466912-468369	Cluster_2352	744	79	155	122	128	0	1	0	0	1	0	0	0	0	44	104	110
chr2A:488551-491468	Cluster_2359	262	32	55	41	33	0	0	0	0	0	0	0	0	0	14	33	54
chr2A:538851-539912	Cluster_2381	514	68	131	86	49	0	0	0	0	0	0	0	0	0	25	75	80
chr2A:540407-541292	Cluster_2382	1379	137	318	234	120	0	0	0	0	0	0	0	1	1	123	206	239
chr2A:541505-543166	Cluster_2383	2145	279	502	415	210	0	0	1	0	0	0	2	1	2	168	242	323
chr2A:547659-548739	Cluster_2387	364	49	80	57	59	0	0	0	0	1	0	0	0	0	18	43	57
chr2A:558438-559702	Cluster_2390	300	184	55	43	16	0	0	0	0	0	0	0	0	0	0	2	0
chr2A:560050-560334	Cluster_2392	269	190	37	31	10	0	0	0	0	0	0	0	0	0	0	0	1
chr2A:633524-635357	Cluster_2409	268	43	94	60	51	0	0	0	0	1	1	0	2	1	7	5	3
chr2A:654566-658117	Cluster_2420	2254	468	723	584	440	0	0	1	0	0	0	0	2	4	8	11	13
chr2A:673067-675628	Cluster_2424	256	30	61	40	41	0	0	0	0	0	0	0	0	0	11	33	40
chr2A:794100-794363	Cluster_2468	317	55	83	72	46	0	0	0	0	0	0	0	0	0	20	19	22
chr2A:947116-948795	Cluster_2534	337	44	73	77	58	0	0	1	0	0	1	0	0	1	10	33	39
chr2A:993098-995828	Cluster_2551	263	28	61	45	32	0	0	0	0	0	0	1	0	1	18	30	47
chr2A:1034615-1036569	Cluster_2572	577	69	119	97	73	0	0	0	0	0	0	2	1	0	40	62	114
chr2A:1041198-1043003	Cluster_2578	258	31	46	46	39	0	0	0	0	0	0	0	0	0	19	44	33
chr2A:1064553-1067245	Cluster_2588	900	124	221	162	104	0	0	0	0	0	1	1	1	2	53	106	125
chr2A:1075704-1079501	Cluster_2595	2393	272	595	429	261	0	0	1	0	1	0	2	2	0	129	351	350
chr2A:1082053-1086109	Cluster_2599	1390	166	318	270	116	0	2	1	0	0	0	2	0	0	108	209	198
chr2A:1112622-1117448	Cluster_2614	3627	2070	693	564	84	0	2	0	1	0	0	1	1	1	38	84	88
chr2A:1117711-1118591	Cluster_2616	740	490	148	88	11	0	0	0	1	0	0	0	0	1	0	1	0
chr2A:1174168-1176188	Cluster_2637	759	109	192	138	95	0	0	0	0	0	0	1	1	0	33	93	97
chr2A:1248976-1250179	Cluster_2669	306	33	59	59	32	0	0	0	0	0	0	0	2	0	29	36	56
chr2A:1250271-1251264	Cluster_2670	314	30	78	62	42	0	0	0	0	0	0	0	1	0	15	32	54
chr2A:1265277-1267664	Cluster_2677	287	33	53	45	31	0	0	0	0	0	0	0	0	0	23	47	55
chr2A:1419907-1420447	Cluster_2714	475	98	179	115	62	0	0	0	0	0	0	0	0	2	2	6	11
chr2A:1420561-1421992	Cluster_2715	272	30	62	52	29	0	0	0	0	0	0	0	0	0	20	38	41
chr2A:1465212-1468660	Cluster_2736	525	250	136	81	45	0	1	0	0	0	0	0	0	2	2	4	4
chr2A:1468792-1471224	Cluster_2737	524	196	143	104	62	0	1	0	0	1	1	0	1	4	5	2	4
chr2A:1520667-1522709	Cluster_2752	1191	284	417	309	165	0	0	0	0	0	0	0	2	0	3	6	5
chr2A:1627522-1628526	Cluster_2786	1236	179	463	332	229	0	0	1	0	2	1	0	1	3	3	14	8
chr2A:1707852-1709094	Cluster_2804	271	34	52	46	48	0	0	0	0	0	0	0	0	1	14	41	35
chr2A:1728560-1735365	Cluster_2812	1779	190	373	290	279	0	2	1	0	0	0	2	1	0	151	230	260
chr2A:1735873-1738347	Cluster_2813	1673	185	392	295	235	0	0	0	0	1	0	2	0	1	116	196	250
chr2A:1740258-1742714	Cluster_2816	882	88	171	154	113	0	2	0	0	0	0	1	2	0	58	132	161
chr2A:1743060-1744073	Cluster_2817	356	42	80	67	34	0	0	0	0	0	0	1	0	0	29	47	56
chr2A:1745070-1745633	Cluster_2819	331	55	81	61	72	0	0	0	0	1	0	0	0	0	11	27	23
chr2A:1747114-1751876	Cluster_2822	3316	364	659	565	458	0	1	0	1	0	0	5	1	2	284	502	474
chr2A:1752047-1768173	Cluster_2823	24020	2763	5132	4066	2999	1	6	5	4	4	3	13	21	10	1826	3484	3683
chr2A:1768700-1784245	Cluster_2824	11587	1672	2416	1904	1601	1	3	2	3	0	3	11	3	6	768	1600	1594
chr2A:1785924-1787114	Cluster_2826	800	97	165	142	141	0	0	1	0	0	0	1	2	2	54	108	87
chr2A:1787886-1788984	Cluster_2827	680	78	128	117	83	0	0	2	0	0	0	1	2	1	50	121	97
chr2A:1789080-1790788	Cluster_2828	836	90	159	133	107	0	0	0	0	0	0	2	1	0	78	134	132
chr2A:1800583-1800866	Cluster_2836	360	46	68	57	54	0	0	0	0	0	0	0	0	1	25	49	60
chr2A:1801063-1801586	Cluster_2837	549	62	113	96	80	0	0	0	0	0	1	1	0	1	42	82	71
chr2A:1802898-1803457	Cluster_2840	264	21	50	33	41	0	0	0	0	0	0	0	0	0	21	47	51
chr2A:1819200-1819616	Cluster_2851	713	69	138	130	88	0	0	0	0	1	0	0	0	0	58	114	115
chr2A:1820866-1821565	Cluster_2853	306	20	65	54	35	0	0	1	0	0	0	1	0	0	24	47	59
chr2A:1829903-1830166	Cluster_2858	688	88	149	145	84	0	0	0	0	0	0	0	0	1	48	78	95
chr2A:1860703-1861662	Cluster_2868	16359	1471	6579	5297	2450	0	1	2	0	2	7	2	35	34	121	167	191
chr2A:1861900-1863904	Cluster_2869	524	58	82	70	52	0	0	0	0	0	1	0	0	0	58	96	107
chr2A:1893894-1894886	Cluster_2884	247	28	48	33	51	0	0	0	0	0	0	0	0	0	19	24	44
chr2A:1898377-1900210	Cluster_2886	371	29	73	58	53	0	0	0	0	0	1	0	0	0	23	74	60
chr2A:1923415-1925407	Cluster_2900	382	42	64	57	50	0	0	0	0	0	0	1	0	0	29	72	67
chr2A:1925583-1928384	Cluster_2901	787	101	145	108	102	0	0	0	0	0	0	1	0	0	52	133	145
chr2A:1931055-1933100	Cluster_2905	560	62	101	84	75	0	0	0	0	0	0	0	0	0	47	97	94
chr2A:1970946-1971581	Cluster_2919	289	220	40	25	4	0	0	0	0	0	0	0	0	0	0	0	0
chr2A:1971693-1972567	Cluster_2920	446	343	54	42	3	0	0	0	0	0	0	0	0	0	3	0	1
chr2A:1972660-1973877	Cluster_2921	645	466	85	67	24	0	0	0	0	0	0	0	0	0	0	0	3
chr2A:2025717-2028566	Cluster_2945	809	215	297	245	45	0	1	0	1	0	1	0	1	0	0	2	1
chr2A:2056818-2062160	Cluster_2957	3169	355	745	550	337	0	0	2	0	0	0	4	0	1	249	415	511
chr2A:2085304-2087221	Cluster_2969	1187	162	273	202	151	1	1	0	0	1	0	0	1	0	62	164	169
chr2A:2145626-2148157	Cluster_2978	279	39	54	47	41	0	4	1	1	3	6	4	0	1	19	29	30
chr2A:2150953-2153482	Cluster_2980	565	153	97	87	94	0	0	0	0	0	1	0	5	6	30	43	49
chr2A:2170160-2174661	Cluster_2989	404	44	85	69	59	0	0	0	0	0	0	0	0	1	27	62	57
chr2A:2179846-2186022	Cluster_2994	1970	293	439	329	311	0	0	0	0	1	2	3	9	27	110	194	252
chr2A:2227471-2228928	Cluster_3011	281	44	62	52	36	0	0	0	0	1	0	0	0	0	13	40	33
chr2A:2231062-2232175	Cluster_3012	344	46	86	64	42	0	0	0	0	0	0	0	0	0	19	40	47
chr2A:2241054-2242708	Cluster_3019	795	92	175	150	127	0	0	0	0	0	1	0	0	0	43	82	125
chr2A:2275400-2280127	Cluster_3035	5578	1208	1891	1580	729	0	1	0	0	5	3	2	15	27	24	47	46
chr2A:2298346-2301776	Cluster_3042	622	63	159	109	87	0	0	0	0	0	0	1	0	0	42	80	81
chr2A:2347483-2349237	Cluster_3057	527	144	150	134	93	0	0	0	1	0	0	0	0	1	1	1	2
chr2A:2374474-2376244	Cluster_3067	311	194	56	44	16	0	0	0	0	0	0	0	0	0	0	1	0
chr2A:2405129-2406613	Cluster_3081	455	327	59	49	15	0	0	0	1	0	0	0	0	1	0	3	0
chr2A:2407719-2409070	Cluster_3084	256	160	38	39	15	0	0	0	0	0	0	0	0	0	0	3	1
chr2A:2441518-2445288	Cluster_3088	868	205	285	190	134	0	0	0	0	0	0	2	4	14	8	11	15
chr2A:2482254-2482911	Cluster_3102	453	67	110	100	65	0	0	0	0	0	0	1	0	0	19	51	40
chr2A:2483222-2483745	Cluster_3103	385	59	83	70	47	0	0	0	0	0	1	0	0	0	24	55	46
chr2A:2545702-2545970	Cluster_3125	275	35	61	50	30	0	0	0	0	0	0	0	0	0	19	39	41
chr2A:2607884-2611087	Cluster_3136	697	164	216	167	119	0	0	0	0	0	0	1	1	5	9	6	9
chr2A:2649451-2650105	Cluster_3150	8024	1959	2258	1729	2037	0	0	0	0	0	1	1	2	10	6	11	10
chr2A:2656735-2658399	Cluster_3152	595	57	121	98	78	0	0	0	0	0	0	0	1	1	40	106	93
chr2A:2701304-2701612	Cluster_3169	322	36	81	57	43	0	0	0	0	0	2	1	0	0	19	34	49
chr2A:2703653-2704020	Cluster_3172	446	68	110	84	79	0	0	0	0	0	0	0	1	0	18	41	45
chr2A:2729607-2730205	Cluster_3187	372	50	107	70	61	0	0	0	0	0	0	0	0	0	24	27	33
chr2A:2769749-2769917	Cluster_3198	374	109	121	90	31	0	0	0	0	0	0	0	5	2	3	6	7
chr2A:2875293-2875719	Cluster_3246	271	38	62	47	24	0	0	0	0	0	0	0	0	0	20	38	42
chr2A:2880200-2881186	Cluster_3252	454	35	95	71	51	0	0	0	0	0	0	1	0	0	34	83	84
chr2A:2882600-2883049	Cluster_3255	248	24	64	40	29	0	0	0	0	1	0	0	1	0	19	31	39
chr2A:2888138-2889116	Cluster_3263	302	41	88	66	41	0	0	0	0	0	0	0	1	0	10	30	25
chr2A:2915965-2918081	Cluster_3274	262	137	52	40	27	0	0	0	0	0	0	0	0	0	0	0	6
chr2A:2933507-2937208	Cluster_3279	537	116	185	131	100	0	0	0	0	1	0	0	0	0	1	0	3
chr2A:2944129-2944419	Cluster_3283	244	25	41	41	32	0	1	0	0	0	0	0	1	0	14	45	44
chr2A:2959555-2960417	Cluster_3295	520	59	113	98	80	0	0	0	0	0	0	0	0	1	29	68	72
chr2A:2961420-2962303	Cluster_3297	245	32	43	48	29	0	0	0	0	0	0	0	0	2	19	33	39
chr2A:2972574-2977820	Cluster_3305	1023	128	253	184	142	0	0	0	0	2	0	0	1	1	64	119	129
chr2A:2978050-2979089	Cluster_3306	310	46	71	47	59	0	2	1	0	0	0	0	0	0	13	38	33
chr2A:2990721-2992567	Cluster_3312	323	83	104	86	41	0	0	0	0	0	0	0	1	1	1	3	3
chr2A:2992701-2993499	Cluster_3313	248	66	68	74	35	0	0	0	0	0	0	0	2	0	2	0	1
chr2A:2994340-2997005	Cluster_3314	982	220	314	234	187	0	0	0	0	0	0	0	4	3	3	10	7
chr2A:3004064-3005267	Cluster_3316	385	196	86	64	27	0	0	0	0	0	0	0	0	1	2	2	7
chr2A:3019942-3022267	Cluster_3323	3398	578	861	713	1226	0	0	0	0	1	0	0	1	4	6	5	3
chr2A:3022450-3023607	Cluster_3324	5081	913	1571	1211	1371	1	0	2	0	0	0	2	2	0	1	3	4
chr2A:3038240-3039420	Cluster_3333	370	67	109	85	80	0	0	0	0	1	0	1	5	5	4	6	7
chr2A:3096106-3097724	Cluster_3361	508	73	125	89	79	0	0	0	0	1	0	0	2	0	25	60	54
chr2A:3262142-3262983	Cluster_3424	252	58	82	45	45	0	0	0	0	0	0	0	1	2	4	11	4
chr2A:3277951-3278515	Cluster_3431	299	49	65	55	38	0	0	0	0	1	0	0	0	0	16	30	45
chr2A:3278838-3279391	Cluster_3432	704	104	173	137	111	0	0	0	0	0	1	0	0	0	34	56	88
chr2A:3280671-3281359	Cluster_3435	516	59	119	79	77	0	0	0	0	0	0	0	1	1	30	75	75
chr2A:3284620-3285269	Cluster_3437	332	43	67	54	44	0	0	0	0	0	0	1	0	0	25	54	44
chr2A:3286706-3287505	Cluster_3440	305	49	47	53	49	0	0	0	0	0	0	0	0	0	20	45	42
chr2A:3344765-3345995	Cluster_3450	299	41	64	39	44	0	0	0	1	0	0	0	0	0	15	41	54
chr2A:3346071-3348044	Cluster_3451	267	35	54	48	44	0	0	0	0	0	0	2	0	0	18	31	35
chr2A:3351291-3353264	Cluster_3453	353	75	80	58	69	0	0	0	0	1	0	0	0	0	13	28	29
chr2A:3418492-3421089	Cluster_3477	923	145	200	182	137	0	0	1	0	2	1	1	0	1	40	103	110
chr2A:3422198-3424596	Cluster_3478	1181	883	138	118	41	0	0	1	0	0	0	0	0	0	0	0	0
chr2A:3424672-3427076	Cluster_3479	2461	1949	245	202	63	0	0	0	0	0	0	0	1	0	0	1	0
chr2A:3515537-3518165	Cluster_3503	345	36	72	67	35	0	0	0	1	0	0	0	0	0	17	59	58
chr2A:3520514-3523866	Cluster_3504	351	31	79	56	56	0	0	1	0	0	0	0	0	0	20	51	57
chr2A:3569289-3570987	Cluster_3527	308	187	62	43	13	0	0	0	0	2	0	0	0	0	1	0	0
chr2A:3603401-3603656	Cluster_3532	411	71	146	80	94	0	0	1	0	0	0	0	1	2	3	3	10
chr2A:3629007-3631277	Cluster_3539	331	76	97	72	70	0	1	0	1	0	0	1	0	2	1	5	5
chr2A:3636523-3638527	Cluster_3542	406	72	126	107	51	0	0	0	0	1	0	0	0	0	9	20	20
chr2A:3705262-3707518	Cluster_3565	579	86	217	154	100	0	2	0	0	0	0	0	5	5	3	4	3
chr2A:3783149-3785742	Cluster_3603	714	141	254	190	123	0	0	0	0	0	0	0	1	0	0	4	1
chr2A:3789961-3790446	Cluster_3606	268	33	75	54	25	0	0	0	0	0	0	0	0	0	14	33	34
chr2A:3861865-3864434	Cluster_3630	347	38	88	69	21	0	0	0	0	0	0	0	0	0	28	43	60
chr2A:3966207-3967655	Cluster_3664	263	32	79	64	47	0	0	0	0	0	0	0	2	3	6	14	16
chr2A:3970927-3975394	Cluster_3666	1114	148	235	181	159	0	2	0	1	0	1	1	1	1	65	140	179
chr2A:4019945-4022857	Cluster_3687	361	35	72	56	49	0	0	0	1	0	0	0	0	0	27	46	75
chr2A:4051879-4054738	Cluster_3701	724	170	213	167	127	0	0	0	0	0	2	0	1	4	7	12	21
chr2A:4079904-4082154	Cluster_3711	507	156	135	104	94	0	0	0	1	0	2	0	2	2	5	2	4
chr2A:4082723-4084595	Cluster_3712	930	701	106	94	19	1	0	2	0	1	0	0	0	0	3	2	1
chr2A:4085087-4086356	Cluster_3714	312	238	37	27	9	0	0	0	0	0	0	0	0	0	0	1	0
chr2A:4103729-4104285	Cluster_3724	245	172	34	30	8	0	0	0	0	0	0	0	0	1	0	0	0
chr2A:4118103-4119908	Cluster_3729	485	115	148	102	109	0	0	0	0	1	0	0	1	0	2	0	7
chr2A:4149903-4151054	Cluster_3735	338	34	80	52	34	0	0	0	0	0	0	1	1	0	20	52	64
chr2A:4151352-4152138	Cluster_3736	243	37	49	50	25	0	0	0	0	0	0	0	0	0	19	25	38
chr2A:4203450-4204070	Cluster_3745	289	40	75	60	33	0	0	0	0	0	0	0	0	0	20	32	29
chr2A:4238664-4240550	Cluster_3760	335	189	59	39	41	0	0	0	0	0	0	0	1	0	3	2	1
chr2A:4259754-4261062	Cluster_3771	380	47	101	67	48	0	0	0	0	0	0	0	2	0	21	51	43
chr2A:4261924-4262370	Cluster_3773	265	34	80	36	29	0	0	0	0	0	0	1	1	1	9	39	35
chr2A:4265105-4265895	Cluster_3777	374	38	90	74	43	0	0	0	0	0	0	0	0	0	31	46	52
chr2A:4268129-4268415	Cluster_3779	371	26	68	68	40	0	0	0	0	0	0	0	0	1	31	61	76
chr2A:4285573-4287480	Cluster_3788	339	33	80	57	46	0	0	0	1	0	0	0	1	1	25	38	57
chr2A:4287776-4288015	Cluster_3789	299	48	62	46	50	0	0	1	0	0	0	1	0	0	16	31	44
chr2A:4306706-4310016	Cluster_3800	277	36	61	45	40	0	0	0	0	2	0	0	0	0	17	41	35
chr2A:4310096-4312170	Cluster_3801	287	43	65	53	43	0	0	0	0	1	0	1	1	1	11	24	44
chr2A:4315415-4316995	Cluster_3804	257	63	42	44	61	0	0	0	0	0	0	0	0	0	11	13	23
chr2A:4330430-4331976	Cluster_3808	273	147	48	41	32	0	0	1	0	0	0	1	0	0	0	0	3
chr2A:4386746-4387185	Cluster_3829	260	78	78	54	25	0	0	0	0	0	0	0	0	3	4	12	6
chr2A:4387303-4387671	Cluster_3830	706	113	241	181	95	0	0	0	0	1	0	2	3	2	19	20	29
chr2A:4399652-4401967	Cluster_3834	1131	138	306	204	170	0	1	0	0	1	0	1	2	3	60	118	127
chr2A:4402359-4404712	Cluster_3835	342	38	88	69	53	0	0	0	0	0	0	0	0	0	19	37	38
chr2A:4430287-4431500	Cluster_3846	304	46	76	83	90	0	0	0	0	0	0	0	0	1	1	4	3
chr2A:4434000-4434542	Cluster_3848	898	140	253	194	218	0	0	0	0	0	0	0	1	5	17	28	42
chr2A:4441042-4443554	Cluster_3853	273	33	59	48	29	0	2	0	0	0	0	0	0	1	14	46	41
chr2A:4483382-4485115	Cluster_3864	350	32	57	59	49	0	0	0	0	0	0	0	0	0	29	51	73
chr2A:4495295-4497594	Cluster_3870	584	259	119	104	52	0	2	4	5	5	1	4	4	9	2	6	8
chr2A:4539720-4540166	Cluster_3891	319	33	65	48	55	0	0	0	0	0	0	0	0	0	29	53	36
chr2A:4559083-4560433	Cluster_3904	307	55	115	62	67	0	0	0	0	0	0	0	0	0	3	2	3
chr2A:4587350-4587886	Cluster_3915	272	25	52	58	33	0	0	1	0	0	0	0	0	0	22	35	46
chr2A:4595777-4598201	Cluster_3918	2286	423	735	585	447	0	0	1	2	4	1	1	5	13	11	22	36
chr2A:4622051-4622947	Cluster_3929	285	47	77	67	35	0	0	1	0	0	1	0	0	0	7	26	24
chr2A:4721156-4722951	Cluster_3952	321	198	58	31	30	0	0	0	0	0	0	0	0	0	0	2	2
chr2A:4732711-4733944	Cluster_3956	320	72	94	59	85	0	0	0	0	0	0	0	0	1	2	3	4
chr2A:4773738-4773794	Cluster_3962	328	112	80	67	66	0	0	0	0	0	0	0	0	0	1	1	1
chr2A:4798637-4798992	Cluster_3973	261	25	52	39	45	0	0	0	0	0	0	3	0	0	18	28	51
chr2A:4799178-4800365	Cluster_3974	517	64	99	80	88	0	0	0	1	0	0	1	0	1	29	82	72
chr2A:4822229-4823388	Cluster_3982	268	182	48	24	14	0	0	0	0	0	0	0	0	0	0	0	0
chr2A:4850510-4851960	Cluster_3992	317	76	88	82	62	0	0	0	1	0	0	0	1	1	3	2	1
chr2A:4894699-4895746	Cluster_4002	255	72	72	67	42	0	0	0	0	0	0	0	1	0	1	0	0
chr2A:4917057-4922177	Cluster_4011	2159	1170	427	368	180	0	0	1	0	0	1	1	0	2	2	6	1
chr2A:4954653-4959033	Cluster_4024	656	77	119	109	101	0	1	0	0	2	2	0	0	4	48	107	86
chr2A:4976668-4976948	Cluster_4031	1280	211	485	377	137	0	0	0	0	0	1	0	3	7	15	16	28
chr2A:5033036-5037002	Cluster_4045	622	67	122	103	99	0	0	0	0	0	0	0	1	1	41	84	104
chr2A:5042920-5045040	Cluster_4047	252	97	69	46	38	0	0	0	0	1	0	0	1	0	0	0	0
chr2A:5051526-5053798	Cluster_4050	367	111	105	90	56	0	0	0	0	0	0	0	1	0	0	1	3
chr2A:5137209-5139533	Cluster_4081	247	22	51	45	32	0	0	0	0	0	0	0	1	0	14	41	41
chr2A:5178500-5178876	Cluster_4093	376	84	129	111	46	0	0	0	0	0	0	0	0	1	2	1	2
chr2A:5189708-5192130	Cluster_4096	899	430	186	154	126	0	0	0	0	0	0	0	0	0	0	1	2
chr2A:5236652-5237362	Cluster_4106	390	274	39	48	14	0	0	0	0	0	0	0	1	0	4	5	5
chr2A:5237472-5239968	Cluster_4107	2012	1390	314	232	47	0	0	0	0	0	1	0	1	0	1	10	16
chr2A:5240310-5240555	Cluster_4108	246	159	50	34	1	0	0	0	0	0	0	0	0	0	0	0	2
chr2A:5240651-5241318	Cluster_4109	1157	713	234	158	17	0	0	0	0	0	0	0	1	0	9	11	14
chr2A:5246397-5249003	Cluster_4112	525	71	113	97	84	0	0	0	0	0	0	0	0	1	24	62	73
chr2A:5249603-5250020	Cluster_4113	984	186	273	194	152	0	0	0	0	1	0	1	7	6	43	47	74
chr2A:5272781-5274960	Cluster_4120	268	60	77	50	23	0	0	2	0	1	1	0	1	0	5	22	26
chr2A:5276811-5278310	Cluster_4122	353	50	87	61	52	0	0	0	0	0	0	1	0	0	21	38	43
chr2A:5279132-5280070	Cluster_4123	361	46	110	58	45	0	0	1	0	0	0	0	0	1	15	30	55
chr2A:5281119-5281469	Cluster_4126	256	31	68	41	47	0	0	0	0	0	1	0	0	0	12	31	25
chr2A:5304565-5306396	Cluster_4137	4969	1214	1622	1234	695	0	0	1	0	2	1	2	4	14	44	47	89
chr2A:5317802-5318068	Cluster_4141	396	46	92	64	58	0	0	0	0	0	0	1	0	0	27	43	65
chr2A:5318402-5318670	Cluster_4142	713	81	142	124	86	0	0	0	0	0	0	3	2	0	45	128	102
chr2A:5324001-5324258	Cluster_4144	289	26	65	49	22	0	0	0	0	0	0	0	0	0	33	42	52
chr2A:5326700-5326970	Cluster_4145	253	33	62	47	28	0	0	0	0	0	0	0	0	0	8	36	39
chr2A:5345863-5346177	Cluster_4155	275	34	80	74	44	0	0	0	0	0	0	0	0	0	5	13	25
chr2A:5355230-5358264	Cluster_4157	264	45	90	69	53	0	0	0	0	0	0	0	0	0	0	2	5
chr2A:5370786-5373178	Cluster_4160	1295	248	406	327	300	0	0	0	0	0	0	0	1	3	4	2	4
chr2A:5410565-5413533	Cluster_4172	649	123	174	140	108	0	1	0	0	1	1	0	1	15	14	29	42
chr2A:5417461-5419747	Cluster_4174	302	51	81	64	47	0	0	0	0	1	0	1	0	0	12	21	24
chr2A:5454579-5457156	Cluster_4180	244	42	67	61	56	0	0	0	0	0	0	0	0	6	2	5	5
